Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,11:59:23,N/A,69.5,56.9
Friday 03 2025,11:59:24,N/A,76.4,56.9
Friday 03 2025,11:59:25,N/A,59.2,56.8
Friday 03 2025,11:59:26,N/A,58.6,56.8
Friday 03 2025,11:59:27,N/A,48.8,56.8
Friday 03 2025,11:59:28,N/A,51.5,56.8
Friday 03 2025,11:59:29,N/A,54.0,56.8
Friday 03 2025,11:59:30,N/A,54.8,56.8
Friday 03 2025,11:59:31,N/A,57.3,56.8
Friday 03 2025,11:59:32,N/A,72.0,56.8
Friday 03 2025,11:59:33,N/A,69.9,56.7
Friday 03 2025,11:59:34,N/A,90.9,56.7
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,12:00:39,N/A,0.0,55.8
Friday 03 2025,12:00:40,N/A,44.3,56.2
Friday 03 2025,12:00:41,N/A,52.8,56.4
Friday 03 2025,12:00:42,N/A,24.0,56.6
Friday 03 2025,12:00:43,N/A,34.7,56.6
Friday 03 2025,12:00:44,N/A,34.0,56.7
Friday 03 2025,12:00:45,N/A,17.9,56.7
Friday 03 2025,12:00:46,N/A,39.0,56.6
Friday 03 2025,12:00:47,N/A,40.8,56.5
Friday 03 2025,12:00:48,N/A,34.5,56.5
Friday 03 2025,12:00:49,N/A,27.5,56.5
Friday 03 2025,12:00:50,N/A,24.2,56.5
Friday 03 2025,12:00:51,N/A,37.4,56.5
Friday 03 2025,12:00:52,N/A,67.6,56.5
Friday 03 2025,12:00:53,N/A,69.0,56.5
Friday 03 2025,12:00:54,N/A,60.9,56.5
Friday 03 2025,12:00:55,N/A,73.4,56.5
Friday 03 2025,12:00:56,N/A,36.7,56.5
Friday 03 2025,12:00:57,N/A,40.4,56.5
Friday 03 2025,12:00:58,N/A,56.6,56.5
Friday 03 2025,12:00:59,N/A,84.3,56.3
Friday 03 2025,12:01:00,N/A,53.4,56.4
Friday 03 2025,12:01:01,N/A,64.1,56.3
Friday 03 2025,12:01:02,N/A,79.2,55.7
Friday 03 2025,12:01:04,N/A,63.4,55.7
Friday 03 2025,12:01:05,N/A,57.2,55.7
Friday 03 2025,12:01:06,N/A,51.1,55.7
Friday 03 2025,12:01:07,N/A,55.9,55.7
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,13:51:48,N/A,0.0,53.5
Friday 03 2025,13:51:49,N/A,49.4,53.9
Friday 03 2025,13:51:50,N/A,75.5,54.1
Friday 03 2025,13:51:51,N/A,58.2,54.3
Friday 03 2025,13:51:52,N/A,61.7,54.4
Friday 03 2025,13:51:53,N/A,59.8,54.5
Friday 03 2025,13:51:54,N/A,27.2,54.5
Friday 03 2025,13:51:55,N/A,38.2,54.5
Friday 03 2025,13:51:56,N/A,26.2,54.5
Friday 03 2025,13:51:57,N/A,31.8,54.5
Friday 03 2025,13:51:58,N/A,33.0,54.4
Friday 03 2025,13:51:59,N/A,38.0,54.5
Friday 03 2025,13:52:00,N/A,59.5,54.5
Friday 03 2025,13:52:01,N/A,55.5,54.5
Friday 03 2025,13:52:02,N/A,59.3,54.5
Friday 03 2025,13:52:03,N/A,64.8,54.5
Friday 03 2025,13:52:04,N/A,42.6,54.3
Friday 03 2025,13:52:05,N/A,47.9,54.3
Friday 03 2025,13:52:06,N/A,100.0,53.6
Friday 03 2025,13:52:07,N/A,84.2,53.7
Friday 03 2025,13:52:08,N/A,65.5,53.7
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,13:55:41,N/A,0.0,53.9
Friday 03 2025,13:55:42,N/A,57.7,54.3
Friday 03 2025,13:55:43,N/A,43.4,54.6
Friday 03 2025,13:55:44,N/A,61.3,54.7
Friday 03 2025,13:55:45,N/A,17.2,54.8
Friday 03 2025,13:55:46,N/A,28.7,54.8
Friday 03 2025,13:55:47,N/A,58.6,54.9
Friday 03 2025,13:55:48,N/A,44.4,54.9
Friday 03 2025,13:55:49,N/A,36.4,54.8
Friday 03 2025,13:55:50,N/A,43.1,54.8
Friday 03 2025,13:55:51,N/A,100.0,54.8
Friday 03 2025,13:55:52,N/A,100.0,54.8
Friday 03 2025,13:55:53,N/A,100.0,54.9
Friday 03 2025,13:55:54,N/A,100.0,54.9
Friday 03 2025,13:55:55,N/A,100.0,54.8
Friday 03 2025,13:55:56,N/A,100.0,54.8
Friday 03 2025,13:55:58,N/A,70.6,54.9
Friday 03 2025,13:55:59,N/A,56.3,54.9
Friday 03 2025,13:56:00,N/A,43.9,54.9
Friday 03 2025,13:56:01,N/A,63.3,54.9
Friday 03 2025,13:56:02,N/A,60.8,54.9
Friday 03 2025,13:56:03,N/A,51.7,54.9
Friday 03 2025,13:56:04,N/A,58.9,54.9
Friday 03 2025,13:56:05,N/A,61.1,54.9
Friday 03 2025,13:56:06,N/A,76.6,54.9
Friday 03 2025,13:56:07,N/A,54.3,54.9
Friday 03 2025,13:56:08,N/A,65.8,54.9
Friday 03 2025,13:56:09,N/A,61.1,54.9
Friday 03 2025,13:56:10,N/A,96.3,54.8
Friday 03 2025,13:56:11,N/A,86.2,54.2
Friday 03 2025,13:56:12,N/A,40.9,54.0
Friday 03 2025,13:56:13,N/A,49.6,54.0
Friday 03 2025,13:56:14,N/A,62.3,54.0
Friday 03 2025,13:56:15,N/A,63.2,54.0
Friday 03 2025,13:56:16,N/A,55.2,54.0
Friday 03 2025,13:56:17,N/A,44.4,54.0
Friday 03 2025,13:56:18,N/A,56.2,53.9
Friday 03 2025,13:56:19,N/A,54.0,53.9
Friday 03 2025,13:56:20,N/A,66.5,53.9
Friday 03 2025,13:56:21,N/A,56.8,53.9
Friday 03 2025,13:56:22,N/A,61.5,53.9
Friday 03 2025,13:56:23,N/A,60.5,53.9
Friday 03 2025,13:56:24,N/A,57.3,53.9
Friday 03 2025,13:56:25,N/A,47.3,53.9
Friday 03 2025,13:56:26,N/A,33.6,53.9
Friday 03 2025,13:56:27,N/A,32.3,53.8
Friday 03 2025,13:56:28,N/A,56.7,53.8
Friday 03 2025,13:56:29,N/A,55.3,53.8
Friday 03 2025,13:56:30,N/A,65.4,53.8
Friday 03 2025,13:56:31,N/A,60.8,53.8
Friday 03 2025,13:56:32,N/A,57.2,53.8
Friday 03 2025,13:56:33,N/A,57.5,53.8
Friday 03 2025,13:56:34,N/A,62.3,53.8
Friday 03 2025,13:56:35,N/A,67.5,53.8
Friday 03 2025,13:56:36,N/A,60.0,53.8
Friday 03 2025,13:56:38,N/A,57.1,53.8
Friday 03 2025,13:56:39,N/A,34.0,53.8
Friday 03 2025,13:56:40,N/A,45.6,53.8
Friday 03 2025,13:56:41,N/A,78.3,53.8
Friday 03 2025,13:56:42,N/A,73.4,53.8
Friday 03 2025,13:56:43,N/A,68.0,53.8
Friday 03 2025,13:56:44,N/A,59.0,53.8
Friday 03 2025,13:56:45,N/A,53.4,53.8
Friday 03 2025,13:56:46,N/A,68.4,53.8
Friday 03 2025,13:56:49,N/A,24.5,56.5
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:11:00,N/A,0.0,52.1
Friday 03 2025,14:11:01,N/A,50.8,52.6
Friday 03 2025,14:11:02,N/A,69.5,52.7
Friday 03 2025,14:11:03,N/A,68.4,52.5
Friday 03 2025,14:11:04,N/A,24.3,52.4
Friday 03 2025,14:11:05,N/A,37.2,52.5
Friday 03 2025,14:11:06,N/A,37.5,52.5
Friday 03 2025,14:11:07,N/A,31.5,52.5
Friday 03 2025,14:11:08,N/A,52.3,52.5
Friday 03 2025,14:11:09,N/A,18.4,52.5
Friday 03 2025,14:11:10,N/A,38.8,52.5
Friday 03 2025,14:11:11,N/A,19.2,52.5
Friday 03 2025,14:11:12,N/A,49.6,52.5
Friday 03 2025,14:11:13,N/A,62.5,52.5
Friday 03 2025,14:11:14,N/A,57.2,52.5
Friday 03 2025,14:11:15,N/A,51.7,52.5
Friday 03 2025,14:11:16,N/A,47.2,52.5
Friday 03 2025,14:11:18,N/A,84.3,51.9
Friday 03 2025,14:11:19,N/A,65.5,51.9
Friday 03 2025,14:11:20,N/A,87.7,52.0
Friday 03 2025,14:11:21,N/A,60.4,52.0
Friday 03 2025,14:11:22,N/A,82.8,52.1
Friday 03 2025,14:11:23,N/A,50.8,52.1
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:23:56,N/A,0.0,52.3
Friday 03 2025,14:23:57,N/A,71.5,52.7
Friday 03 2025,14:23:59,N/A,72.8,53.0
Friday 03 2025,14:24:00,N/A,41.7,53.1
Friday 03 2025,14:24:01,N/A,29.7,53.2
Friday 03 2025,14:24:02,N/A,36.9,53.3
Friday 03 2025,14:24:03,N/A,19.2,53.2
Friday 03 2025,14:24:04,N/A,31.8,53.3
Friday 03 2025,14:24:05,N/A,32.8,53.2
Friday 03 2025,14:24:06,N/A,24.3,53.3
Friday 03 2025,14:24:07,N/A,66.4,52.7
Friday 03 2025,14:24:08,N/A,43.2,52.6
Friday 03 2025,14:24:09,N/A,30.9,52.7
Friday 03 2025,14:24:10,N/A,66.7,52.7
Friday 03 2025,14:24:11,N/A,61.0,52.7
Friday 03 2025,14:24:12,N/A,58.4,52.6
Friday 03 2025,14:24:13,N/A,69.2,52.7
Friday 03 2025,14:24:14,N/A,67.4,52.7
Friday 03 2025,14:24:15,N/A,39.5,52.7
Friday 03 2025,14:24:16,N/A,43.9,52.6
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:26:58,N/A,0.0,54.3
Friday 03 2025,14:26:59,N/A,49.4,54.8
Friday 03 2025,14:27:00,N/A,90.4,55.1
Friday 03 2025,14:27:01,N/A,87.9,55.2
Friday 03 2025,14:27:02,N/A,90.8,55.2
Friday 03 2025,14:27:03,N/A,55.9,55.3
Friday 03 2025,14:27:04,N/A,51.5,55.3
Friday 03 2025,14:27:05,N/A,28.6,55.3
Friday 03 2025,14:27:06,N/A,38.1,55.3
Friday 03 2025,14:27:07,N/A,23.4,55.2
Friday 03 2025,14:27:08,N/A,55.3,55.3
Friday 03 2025,14:27:09,N/A,51.9,55.3
Friday 03 2025,14:27:10,N/A,57.5,55.3
Friday 03 2025,14:27:11,N/A,54.0,55.3
Friday 03 2025,14:27:12,N/A,52.6,55.3
Friday 03 2025,14:27:13,N/A,36.0,55.3
Friday 03 2025,14:27:14,N/A,29.4,55.2
Friday 03 2025,14:27:15,N/A,37.3,55.3
Friday 03 2025,14:27:16,N/A,71.4,54.6
Friday 03 2025,14:27:17,N/A,32.2,54.6
Friday 03 2025,14:27:18,N/A,58.8,54.6
Friday 03 2025,14:27:19,N/A,50.7,54.6
Friday 03 2025,14:27:20,N/A,54.0,54.6
Friday 03 2025,14:27:22,N/A,62.2,54.6
Friday 03 2025,14:27:23,N/A,61.0,54.6
Friday 03 2025,14:27:24,N/A,62.9,54.7
Friday 03 2025,14:27:25,N/A,58.9,54.7
Friday 03 2025,14:27:26,N/A,54.4,54.6
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:27:43,N/A,0.0,54.9
Friday 03 2025,14:27:44,N/A,45.0,55.4
Friday 03 2025,14:27:45,N/A,63.7,55.6
Friday 03 2025,14:27:46,N/A,29.9,55.7
Friday 03 2025,14:27:47,N/A,62.2,55.8
Friday 03 2025,14:27:48,N/A,83.2,55.8
Friday 03 2025,14:27:49,N/A,92.5,55.2
Friday 03 2025,14:27:51,N/A,64.2,54.0
Friday 03 2025,14:27:52,N/A,36.6,54.0
Friday 03 2025,14:27:53,N/A,25.8,53.9
Friday 03 2025,14:27:54,N/A,65.8,53.9
Friday 03 2025,14:27:55,N/A,42.8,54.1
Friday 03 2025,14:27:56,N/A,41.0,54.1
Friday 03 2025,14:27:57,N/A,64.5,54.1
Friday 03 2025,14:27:58,N/A,75.4,54.2
Friday 03 2025,14:27:59,N/A,62.2,54.1
Friday 03 2025,14:28:00,N/A,80.8,54.1
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:28:06,N/A,0.0,53.9
Friday 03 2025,14:28:07,N/A,38.3,54.3
Friday 03 2025,14:28:08,N/A,44.4,54.5
Friday 03 2025,14:28:09,N/A,57.0,54.7
Friday 03 2025,14:28:10,N/A,35.5,54.8
Friday 03 2025,14:28:11,N/A,40.1,54.8
Friday 03 2025,14:28:12,N/A,29.9,54.8
Friday 03 2025,14:28:13,N/A,33.7,54.8
Friday 03 2025,14:28:14,N/A,33.5,54.8
Friday 03 2025,14:28:15,N/A,85.3,54.1
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:28:56,N/A,0.0,54.6
Friday 03 2025,14:28:57,N/A,39.6,55.0
Friday 03 2025,14:28:58,N/A,38.0,55.3
Friday 03 2025,14:28:59,N/A,48.7,55.4
Friday 03 2025,14:29:01,N/A,58.2,55.5
Friday 03 2025,14:29:02,N/A,59.6,54.9
Friday 03 2025,14:29:03,N/A,42.3,55.0
Friday 03 2025,14:29:04,N/A,36.5,55.0
Friday 03 2025,14:29:05,N/A,45.2,55.0
Friday 03 2025,14:29:06,N/A,21.5,54.9
Friday 03 2025,14:29:07,N/A,47.5,54.9
Friday 03 2025,14:29:08,N/A,24.2,55.0
Friday 03 2025,14:29:09,N/A,51.5,55.0
Friday 03 2025,14:29:10,N/A,64.0,55.0
Friday 03 2025,14:29:11,N/A,59.6,54.9
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:29:32,N/A,0.0,55.1
Friday 03 2025,14:29:33,N/A,54.4,55.6
Friday 03 2025,14:29:34,N/A,58.5,55.8
Friday 03 2025,14:29:35,N/A,31.2,55.9
Friday 03 2025,14:29:36,N/A,52.3,56.1
Friday 03 2025,14:29:37,N/A,47.3,56.1
Friday 03 2025,14:29:38,N/A,62.9,56.1
Friday 03 2025,14:29:39,N/A,72.1,55.5
Friday 03 2025,14:29:40,N/A,30.8,55.5
Friday 03 2025,14:29:41,N/A,37.0,55.5
Friday 03 2025,14:29:42,N/A,23.5,55.5
Friday 03 2025,14:29:43,N/A,44.9,55.5
Friday 03 2025,14:29:44,N/A,53.6,55.5
Friday 03 2025,14:29:45,N/A,58.4,55.4
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:29:56,N/A,0.0,55.1
Friday 03 2025,14:29:57,N/A,52.4,55.3
Friday 03 2025,14:29:58,N/A,51.7,55.5
Friday 03 2025,14:29:59,N/A,76.6,55.7
Friday 03 2025,14:30:00,N/A,57.6,54.8
Friday 03 2025,14:30:01,N/A,17.2,54.9
Friday 03 2025,14:30:02,N/A,15.1,54.9
Friday 03 2025,14:30:03,N/A,15.4,55.0
Friday 03 2025,14:30:04,N/A,12.3,55.0
Friday 03 2025,14:30:05,N/A,5.6,55.0
Friday 03 2025,14:30:06,N/A,8.1,55.0
Friday 03 2025,14:30:07,N/A,9.7,55.0
Friday 03 2025,14:30:08,N/A,11.9,55.0
Friday 03 2025,14:30:09,N/A,9.1,55.0
Friday 03 2025,14:30:10,N/A,4.8,55.0
Friday 03 2025,14:30:11,N/A,7.5,55.0
Friday 03 2025,14:30:12,N/A,5.7,55.0
Friday 03 2025,14:30:14,N/A,4.9,55.0
Friday 03 2025,14:30:15,N/A,6.7,55.0
Friday 03 2025,14:30:16,N/A,5.2,55.0
Friday 03 2025,14:30:17,N/A,15.0,54.3
Friday 03 2025,14:30:18,N/A,4.6,54.3
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:31:18,N/A,0.0,54.3
Friday 03 2025,14:31:19,N/A,40.6,54.7
Friday 03 2025,14:31:20,N/A,68.9,55.0
Friday 03 2025,14:31:21,N/A,41.6,55.1
Friday 03 2025,14:31:22,N/A,73.9,55.2
Friday 03 2025,14:31:23,N/A,88.4,55.1
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:31:48,N/A,0.0,53.9
Friday 03 2025,14:31:49,N/A,45.2,54.4
Friday 03 2025,14:31:50,N/A,73.8,54.7
Friday 03 2025,14:31:51,N/A,46.3,54.8
Friday 03 2025,14:31:52,N/A,63.2,54.9
Friday 03 2025,14:31:53,N/A,51.3,54.9
Friday 03 2025,14:31:54,N/A,44.7,54.9
Friday 03 2025,14:31:55,N/A,32.3,54.8
Friday 03 2025,14:31:56,N/A,21.9,54.8
Friday 03 2025,14:31:57,N/A,37.9,54.9
Friday 03 2025,14:31:58,N/A,34.1,54.9
Friday 03 2025,14:31:59,N/A,72.3,54.9
Friday 03 2025,14:32:00,N/A,65.2,54.9
Friday 03 2025,14:32:01,N/A,78.5,54.9
Friday 03 2025,14:32:02,N/A,99.3,54.5
Friday 03 2025,14:32:03,N/A,77.0,54.5
Friday 03 2025,14:32:04,N/A,88.8,53.9
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:32:31,N/A,0.0,53.9
Friday 03 2025,14:32:32,N/A,43.3,54.4
Friday 03 2025,14:32:33,N/A,69.9,54.6
Friday 03 2025,14:32:34,N/A,43.6,54.8
Friday 03 2025,14:32:35,N/A,78.7,54.9
Friday 03 2025,14:32:36,N/A,52.7,54.9
Friday 03 2025,14:32:37,N/A,31.4,54.9
Friday 03 2025,14:32:38,N/A,36.4,54.9
Friday 03 2025,14:32:40,N/A,44.1,54.3
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:34:02,N/A,0.0,54.5
Friday 03 2025,14:34:03,N/A,30.7,54.9
Friday 03 2025,14:34:04,N/A,32.8,55.1
Friday 03 2025,14:34:05,N/A,24.7,55.3
Friday 03 2025,14:34:06,N/A,22.7,55.4
Friday 03 2025,14:34:07,N/A,18.4,55.4
Friday 03 2025,14:34:08,N/A,18.9,55.4
Friday 03 2025,14:34:09,N/A,11.4,55.4
Friday 03 2025,14:34:10,N/A,7.3,55.4
Friday 03 2025,14:34:11,N/A,18.6,55.4
Friday 03 2025,14:34:12,N/A,14.6,55.2
Friday 03 2025,14:34:13,N/A,15.4,55.2
Friday 03 2025,14:34:14,N/A,25.8,55.3
Friday 03 2025,14:34:15,N/A,36.5,55.3
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:34:43,N/A,0.0,55.3
Friday 03 2025,14:34:44,N/A,33.0,55.6
Friday 03 2025,14:34:46,N/A,33.1,55.9
Friday 03 2025,14:34:47,N/A,30.8,56.1
Friday 03 2025,14:34:48,N/A,28.2,56.1
Friday 03 2025,14:34:49,N/A,14.9,56.2
Friday 03 2025,14:34:50,N/A,21.5,56.1
Friday 03 2025,14:34:51,N/A,9.8,56.1
Friday 03 2025,14:34:52,N/A,11.7,56.1
Friday 03 2025,14:34:53,N/A,22.4,56.1
Friday 03 2025,14:34:54,N/A,15.2,56.0
Friday 03 2025,14:34:55,N/A,27.5,56.0
Friday 03 2025,14:34:56,N/A,13.5,56.0
Friday 03 2025,14:34:57,N/A,20.8,56.0
Friday 03 2025,14:34:58,N/A,19.0,56.0
Friday 03 2025,14:34:59,N/A,12.4,56.0
Friday 03 2025,14:35:00,N/A,13.6,55.9
Friday 03 2025,14:35:01,N/A,26.1,55.9
Friday 03 2025,14:35:02,N/A,17.2,55.9
Friday 03 2025,14:35:03,N/A,15.4,55.9
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:36:02,N/A,0.0,53.9
Friday 03 2025,14:36:03,N/A,17.8,54.3
Friday 03 2025,14:36:04,N/A,33.2,54.5
Friday 03 2025,14:36:05,N/A,51.3,54.7
Friday 03 2025,14:36:06,N/A,25.1,54.8
Friday 03 2025,14:36:07,N/A,12.3,54.8
Friday 03 2025,14:36:08,N/A,13.2,54.8
Friday 03 2025,14:36:09,N/A,16.1,54.8
Friday 03 2025,14:36:11,N/A,9.4,54.8
Friday 03 2025,14:36:12,N/A,4.5,54.8
Friday 03 2025,14:36:13,N/A,13.5,54.8
Friday 03 2025,14:36:14,N/A,21.5,54.8
Friday 03 2025,14:36:15,N/A,14.1,54.8
Friday 03 2025,14:36:16,N/A,14.8,54.8
Friday 03 2025,14:36:17,N/A,14.6,54.8
Friday 03 2025,14:36:18,N/A,14.6,54.8
Friday 03 2025,14:36:19,N/A,14.3,54.8
Friday 03 2025,14:36:20,N/A,17.8,54.8
Friday 03 2025,14:36:21,N/A,21.1,54.8
Friday 03 2025,14:36:22,N/A,13.4,54.8
Friday 03 2025,14:36:23,N/A,21.9,54.8
Friday 03 2025,14:36:24,N/A,14.0,54.8
Friday 03 2025,14:36:25,N/A,16.5,54.6
Friday 03 2025,14:36:26,N/A,16.1,54.6
Friday 03 2025,14:36:27,N/A,21.5,54.5
Friday 03 2025,14:36:28,N/A,32.3,53.9
Friday 03 2025,14:36:29,N/A,4.5,53.8
Friday 03 2025,14:36:30,N/A,15.5,53.8
Friday 03 2025,14:36:31,N/A,4.9,53.8
Friday 03 2025,14:36:32,N/A,14.0,53.8
Friday 03 2025,14:36:33,N/A,13.9,53.8
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:37:44,N/A,0.0,52.8
Friday 03 2025,14:37:45,N/A,21.0,53.2
Friday 03 2025,14:37:46,N/A,11.5,53.3
Friday 03 2025,14:37:47,N/A,15.0,53.5
Friday 03 2025,14:37:48,N/A,9.1,53.5
Friday 03 2025,14:37:49,N/A,14.2,53.5
Friday 03 2025,14:37:50,N/A,7.1,53.6
Friday 03 2025,14:37:51,N/A,7.5,53.5
Friday 03 2025,14:37:52,N/A,6.9,53.5
Friday 03 2025,14:37:53,N/A,8.3,53.5
Friday 03 2025,14:37:54,N/A,15.5,53.7
Friday 03 2025,14:37:55,N/A,14.5,53.7
Friday 03 2025,14:37:56,N/A,12.1,53.7
Friday 03 2025,14:37:57,N/A,7.6,53.7
Friday 03 2025,14:37:58,N/A,9.8,53.7
Friday 03 2025,14:37:59,N/A,6.5,53.7
Friday 03 2025,14:38:00,N/A,55.8,53.6
Friday 03 2025,14:38:01,N/A,55.0,53.1
Friday 03 2025,14:38:02,N/A,19.1,53.1
Friday 03 2025,14:38:03,N/A,16.3,53.1
Friday 03 2025,14:38:04,N/A,9.1,53.1
Friday 03 2025,14:38:05,N/A,6.8,53.1
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:41:04,N/A,0.0,53.5
Friday 03 2025,14:41:05,N/A,23.3,53.9
Friday 03 2025,14:41:06,N/A,48.1,54.1
Friday 03 2025,14:41:07,N/A,65.3,54.3
Friday 03 2025,14:41:08,N/A,23.8,54.3
Friday 03 2025,14:41:09,N/A,18.6,54.4
Friday 03 2025,14:41:10,N/A,18.3,54.4
Friday 03 2025,14:41:11,N/A,18.6,54.4
Friday 03 2025,14:41:12,N/A,6.4,54.3
Friday 03 2025,14:41:13,N/A,9.2,54.3
Friday 03 2025,14:41:15,N/A,16.7,54.3
Friday 03 2025,14:41:16,N/A,21.8,54.3
Friday 03 2025,14:41:17,N/A,19.5,54.3
Friday 03 2025,14:41:18,N/A,20.3,54.3
Friday 03 2025,14:41:19,N/A,14.6,54.2
Friday 03 2025,14:41:20,N/A,20.4,54.3
Friday 03 2025,14:41:21,N/A,19.2,54.2
Friday 03 2025,14:41:22,N/A,22.5,54.3
Friday 03 2025,14:41:23,N/A,28.0,54.3
Friday 03 2025,14:41:24,N/A,50.6,53.6
Friday 03 2025,14:41:25,N/A,22.1,53.6
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,14:42:30,N/A,0.0,53.5
Friday 03 2025,14:42:31,N/A,25.3,54.0
Friday 03 2025,14:42:32,N/A,44.1,54.2
Friday 03 2025,14:42:33,N/A,39.8,54.3
Friday 03 2025,14:42:34,N/A,23.6,54.4
Friday 03 2025,14:42:35,N/A,19.5,54.4
Friday 03 2025,14:42:36,N/A,18.9,54.4
Friday 03 2025,14:42:37,N/A,16.6,54.4
Friday 03 2025,14:42:38,N/A,9.7,54.4
Friday 03 2025,14:42:39,N/A,4.5,54.4
Friday 03 2025,14:42:40,N/A,22.6,54.4
Friday 03 2025,14:42:41,N/A,15.0,54.4
Friday 03 2025,14:42:42,N/A,15.2,54.4
Friday 03 2025,14:42:43,N/A,19.3,54.4
Friday 03 2025,14:42:44,N/A,19.6,54.4
Friday 03 2025,14:42:45,N/A,15.9,54.4
Friday 03 2025,14:42:46,N/A,24.7,54.4
Friday 03 2025,14:42:47,N/A,18.1,54.3
Friday 03 2025,14:42:48,N/A,13.7,54.3
Friday 03 2025,14:42:49,N/A,19.9,54.3
Friday 03 2025,14:42:50,N/A,18.9,54.3
Friday 03 2025,14:42:51,N/A,19.5,54.3
Friday 03 2025,14:42:52,N/A,18.2,54.2
Friday 03 2025,14:42:53,N/A,22.2,54.2
Friday 03 2025,14:42:54,N/A,22.6,54.2
Date,Time,Temperature (°C),Cpu_usage (%),Memory_usage(%)
Friday 03 2025,20:06:38,N/A,0.0,58.4
Friday 03 2025,20:06:39,N/A,30.6,58.7
Friday 03 2025,20:06:40,N/A,48.9,59.0
Friday 03 2025,20:06:41,N/A,29.9,59.2
Friday 03 2025,20:06:42,N/A,37.7,59.3
Friday 03 2025,20:06:43,N/A,15.8,59.3
Friday 03 2025,20:06:44,N/A,14.3,59.3
Friday 03 2025,20:06:45,N/A,15.7,59.3
Friday 03 2025,20:06:46,N/A,9.1,59.3
Friday 03 2025,20:06:47,N/A,3.0,59.3
Friday 03 2025,20:06:48,N/A,20.9,59.1
Friday 03 2025,20:06:49,N/A,26.2,59.3
Friday 03 2025,20:06:50,N/A,15.2,59.4
